complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used
1417,1417,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST2607,2025-04-22 16:40:00,2025-04-24 04:38:37,2026-07-23 20:15:32,billing error already paid still shows unpaid,35.97694444444444,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1418,1418,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST3280,2025-08-06 10:36:00,2025-08-12 17:31:21,2026-07-23 20:15:32,official demanded bribe processing documents,150.9225,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
1419,1419,There is a major leakage that has not been fixed for weeks.,,Maintenance,In Progress,CUST5871,2025-04-14 15:35:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
1421,1421,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST8643,2025-07-22 10:45:00,2025-07-24 09:46:35,2026-07-23 20:15:32,employee refused help arguing instead assisting,47.02638888888889,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
1422,1422,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST3303,2025-06-18 08:01:00,2025-06-19 17:15:20,2026-07-23 20:15:32,unprofessional behavior officer duty,33.23888888888889,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1423,1423,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST5806,2025-09-19 17:32:00,2025-09-25 07:59:33,2026-07-23 20:15:32,equipment site old frequently malfunctions,134.45916666666668,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
1424,1424,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST9487,2025-03-22 10:00:00,2025-03-24 15:02:28,2026-07-23 20:15:32,late fee applied paid time,53.04111111111112,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1425,1425,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST2595,2025-02-09 11:53:00,2025-02-12 17:27:31,2026-07-23 20:15:32,staff counter extremely rude today,77.57527777777777,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
1426,1426,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST9369,2025-07-11 18:55:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1427,1427,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST3234,2025-08-17 11:09:00,2025-08-21 02:47:25,2026-07-23 20:15:32,serious safety hazards site need urgent attention,87.64027777777778,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1428,1428,No technician has visited despite multiple requests.,,Operations,Closed,CUST8945,2025-05-10 11:46:00,2025-05-19 10:53:16,2026-07-23 20:15:32,technician visited despite multiple requests,215.1211111111111,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1429,1429,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,CUST2587,2025-02-01 14:09:00,2025-02-11 15:55:46,2026-07-23 20:15:32,major leakage fixed weeks,241.77944444444444,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
1430,1430,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST2995,2025-07-27 15:32:00,2025-07-31 00:20:45,2026-07-23 20:15:32,three weeks complaint still resolved,80.8125,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1431,1431,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8194,2025-12-27 21:15:00,2025-12-30 18:35:29,2026-07-23 20:15:32,waiting since last month issue fixed,69.34138888888889,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1432,1432,There is clear favoritism and under-the-table dealing happening.,,Administration,Open,CUST4943,2025-03-05 08:40:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1433,1433,The online payment portal charged me twice for the same bill.,,Billing,In Progress,CUST9076,2025-04-16 16:18:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1434,1434,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST7960,2025-06-23 14:51:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1435,1435,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST8282,2025-06-19 06:24:00,,2026-07-23 20:15:32,billing error already paid still shows unpaid,,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1436,1436,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3593,2025-12-15 11:56:00,2025-12-18 08:15:22,2026-07-23 20:15:32,billing error already paid still shows unpaid,68.32277777777777,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1437,1437,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST3480,2025-04-23 20:33:00,2025-04-23 21:33:00,2026-07-23 20:15:32,staff keep telling wait nothing happens,1.0,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1438,1438,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST5963,2025-05-23 12:54:00,2025-05-28 13:42:38,2026-07-23 20:15:32,staff keep telling wait nothing happens,120.81055555555557,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1439,1439,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST3955,2025-11-21 09:30:00,2025-11-21 20:00:58,2026-07-23 20:15:32,want thank team resolving issue quickly,10.516111111111112,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
1440,1440,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST6703,2025-09-17 06:16:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1441,1441,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST2740,2025-02-01 16:54:00,2025-02-05 07:34:48,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,86.68,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
1442,1442,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST4876,2025-05-08 11:49:00,2025-05-11 21:13:36,2026-07-23 20:15:32,unprofessional behavior officer duty,81.41,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1443,1443,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST2014,2025-09-13 09:48:00,2025-09-15 15:34:08,2026-07-23 20:15:32,bill amount doubled month without explanation,53.76888888888889,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1444,1444,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST1482,2025-01-24 14:04:00,2025-02-05 09:11:44,2026-07-23 20:15:32,road near facility damaged causing accidents,283.12888888888887,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1445,1445,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Open,CUST4272,2025-02-15 09:24:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
1446,1446,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST9659,2025-06-10 15:14:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1447,1447,No safety measures are in place despite previous warnings.,,Security,Closed,CUST1544,2025-02-01 14:40:00,2025-02-05 05:56:20,2026-07-23 20:15:32,safety measures place despite previous warnings,87.27222222222223,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer
1448,1448,There are serious safety hazards at the site that need urgent attention.,,Security,Resolved,CUST4036,2025-05-14 10:36:00,2025-05-18 18:09:02,2026-07-23 20:15:32,serious safety hazards site need urgent attention,103.55055555555556,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1449,1449,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Resolved,CUST6768,2025-07-27 15:13:00,2025-08-01 23:03:09,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,127.83583333333333,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1450,1450,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST2161,2025-10-26 10:04:00,2025-10-29 00:58:29,2026-07-23 20:15:32,staff keep telling wait nothing happens,62.90805555555556,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1451,1451,I was treated very disrespectfully by the customer support agent.,,Customer Support,Open,CUST9856,2025-09-10 15:06:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1452,1452,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST6863,2025-10-10 09:59:00,2025-10-18 16:49:53,2026-07-23 20:15:32,technician visited despite multiple requests,198.8480555555556,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1453,1453,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST9192,2025-12-03 18:34:00,2025-12-05 01:41:59,2026-07-23 20:15:32,bill amount doubled month without explanation,31.133055555555558,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1454,1454,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Open,CUST5309,2025-01-23 06:57:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1455,1455,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,In Progress,CUST3282,2025-05-09 08:12:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1456,1456,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST2194,2025-12-22 13:58:00,2025-12-23 10:50:45,2026-07-23 20:15:32,billing error already paid still shows unpaid,20.879166666666663,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1457,1457,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST2159,2025-11-23 10:53:00,2025-11-24 21:58:18,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,35.08833333333333,Positive,0.6486,Positive,0.9871915578842163,Positive,0.9871915578842163,transformer
1458,1458,I want to thank the team for resolving my issue so quickly.,,Customer Support,In Progress,CUST1583,2025-11-16 02:08:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
1459,1459,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,In Progress,CUST4731,2025-08-14 08:30:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1460,1460,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST7215,2025-01-26 11:51:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1461,1461,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST8040,2025-07-02 12:24:00,2025-07-07 01:41:41,2026-07-23 20:15:32,road near facility damaged causing accidents,109.29472222222222,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1462,1462,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST7024,2025-03-15 11:07:00,2025-03-31 20:07:33,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,393.00916666666666,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1463,1463,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST4721,2025-06-02 01:15:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1464,1464,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST1931,2025-07-26 12:00:00,2025-08-02 01:39:39,2026-07-23 20:15:32,staff keep telling wait nothing happens,157.66083333333333,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1465,1465,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST5001,2025-06-10 21:02:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1466,1466,"Excellent service today, very satisfied with the response.",,Customer Support,Open,CUST5099,2025-08-16 13:42:00,,2026-07-23 20:15:32,excellent service today satisfied response,,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1467,1467,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST4609,2025-07-24 15:52:00,2025-07-26 01:58:52,2026-07-23 20:15:32,excellent service today satisfied response,34.114444444444445,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
